cluster_name,cluster_group,cluster_tags
hoot-outlandishly,baz,
chafes-venerated,qux,
interfered-blustery,bar,
femora-triumphant,qux,
diagonal-admixtures,foo,
tailed-unstoppable,baz,
forgery-threescore,foo,
wichita-kentuckian,qux,
irrigate-flaking,qux,
sears-twirling,qux,
vinegar-betrayals,baz,
caisson-washington,baz,
arrived-parodying,bar,
voluntary-cummerbund,foo,
urinate-valentin,foo,
rouault-caretakers,baz,
jail-stepped,bar,
yanks-print,baz,
maturely-overs,baz,
straits-octette,baz,
rotundity-cot,bar,
cartridge-hitlers,qux,
capella-ferlinghetti,baz,
directory-angelou,bar,
unnamed-donor,qux,
secessionists-guarding,baz,
resents-uncomplaining,foo,
deadbeats-irons,bar,
length-relics,foo,
brackets-megacycles,baz,
thais-prevarications,foo,
overrules-string,bar,
electrocute-fascinates,qux,
harked-wailing,qux,
manhandled-optometrists,qux,
scarfed-crossness,foo,
snitched-rob,foo,
grubbiness-medicated,baz,
insinuating-sics,foo,
guadeloupe-booklet,baz,
retrieve-firmness,bar,
syntactical-paid,qux,
officeholders-jeers,baz,
straightedges-nappies,bar,
motrin-chisinau,foo,
twinkles-coinages,qux,
seleucus-depopulating,bar,
downsizes-schussed,foo,
lorenzo-incompleteness,foo,
salespeople-colombian,foo,
sassiest-shrinking,bar,
packers-gif,baz,
linted-grouching,baz,
hyperbolic-granule,bar,
kaohsiung-admissibility,qux,
convincingly-tattooists,bar,
reviler-talks,qux,
flare-monorails,qux,
rasputin-eastern,qux,
resorts-eavesdrops,bar,
lengthen-pinwheeling,foo,
messiahs-regency,baz,
hundredfold-fielded,foo,
naughts-unburdening,baz,
explore-graffiti,qux,
pockmarks-collates,foo,
stockrooms-ukraine,foo,
newsmen-restores,baz,
arrhenius-coefficient,baz,
deficient-purposely,bar,
limpness-greenest,bar,
stockaded-bopping,baz,
foresworn-yuletides,qux,
fridge-arrogating,qux,
pharmacists-eileen,foo,
wank-habituate,qux,
incrustations-livelihood,bar,
tomes-taunt,qux,
deleterious-height,baz,
apprehends-balfour,baz,
wacks-astigmatic,baz,
paint-empathetic,qux,
philistine-cauldron,bar,
washbasins-crystallizing,baz,
numeration-forerunners,foo,
coppice-obstructions,foo,
maturely-larynges,bar,
scratch-intensification,foo,
catalan-fraternizing,bar,
surplice-shiny,baz,
gagarin-boulevards,qux,
aphids-macerate,baz,
obedience-completer,qux,
chaining-humdrum,qux,
inhales-dragoon,bar,
brashest-bestow,foo,
specious-inventive,qux,
mesquite-woodier,bar,
accelerates-archbishops,qux,
pulverizing-resolves,foo,
unrecognized-rwandan,foo,
openings-observably,bar,
spinets-recollecting,qux,
aggravation-amd,bar,
bitch-lyceum,bar,
solidness-priciest,qux,
laths-data,bar,
gibraltars-twigging,baz,
livings-expanses,qux,
mockingly-clomp,qux,
betokening-diagnose,bar,
extortionist-reshuffles,baz,
byron-posted,qux,
taft-argumentative,baz,
castigators-lorded,baz,
suetonius-juniors,qux,
shattering-inferior,qux,
disrespect-newsstands,bar,
altho-crassness,baz,
moonbeam-betrayals,qux,
icc-contractor,baz,
snowplowing-routines,baz,
squabbling-vans,bar,
interned-corncobs,baz,
manuring-lawfulness,foo,
kibitzes-straddled,foo,
dint-scuttled,bar,
mellowest-cottonwood,bar,
aids-liquidating,baz,
flyweights-provocative,foo,
expectancy-guardedly,baz,
vocalized-meddlers,foo,
scuppering-ringed,bar,
spliced-sen,bar,
eldest-woofer,foo,
spake-hive,baz,
primroses-jungian,foo,
unitary-hardhearted,bar,
intermittently-ugly,bar,
observantly-nacho,baz,
accorded-bardeen,foo,
adroit-allowance,foo,
jetties-downtown,foo,
jacobite-battalion,baz,
postdoc-spam,baz,
fuzhou-chumminess,qux,
lite-jill,qux,
agrippina-simone,foo,
pedicure-exalting,foo,
mountings-teeniest,bar,
peons-equitable,bar,
cognomens-fisher,bar,
pathetically-creel,baz,
alloy-jeffry,qux,
stroller-massey,bar,
sinclair-trembles,qux,
dowel-telephonic,foo,
rioters-travelogs,baz,
stiffs-provisoes,bar,
fiber-condemning,qux,
competent-supplicant,qux,
frowsy-projectionist,baz,
alighieri-smokiness,baz,
hibernia-officially,bar,
fizzles-mst,baz,
columns-snowstorm,qux,
wastage-toothpick,qux,
parallels-drumstick,bar,
capacitors-coagulate,bar,
blockades-beverley,foo,
clinked-serfs,baz,
greengrocer-eatery,baz,
definitively-plaintiffs,baz,
reprograms-adjuncts,foo,
metastasizing-hardtack,bar,
tenable-subtrahends,bar,
chastens-seriously,foo,
tbs-eucharists,qux,
lioness-bachelors,qux,
residents-mississauga,baz,
stoats-exuded,bar,
sterling-backstories,baz,
crudest-tolerance,bar,
gelt-ellipses,bar,
gilberto-mahavira,baz,
advance-baluster,bar,
intoned-bolshevik,baz,
moderator-furious,baz,
exchequers-unhealthy,qux,
whimsicality-brooking,bar,
fritter-oblivion,qux,
overgrown-malraux,foo,
hakka-tungsten,foo,
tortures-spires,foo,
travel-lout,baz,
lazier-politesse,qux,
poplin-philodendron,qux,
mammalians-drums,qux,
apprehensively-expire,bar,
shoemaker-campaigners,bar,
stroll-bandits,baz,
hiring-limos,baz,
contrives-sham,foo,
defoliation-cowhides,qux,
placarding-sobriquet,bar,
merchants-condenses,baz,
pompadoured-affray,foo,
bigotries-disavowing,baz,
slenderizes-munching,qux,
acevedo-foundries,foo,
rages-cuddle,bar,
braking-bivalve,baz,
allegheny-enigmatic,baz,
curvature-jargon,bar,
sharked-raggedest,bar,
bonita-decorating,baz,
appliance-worming,qux,
enid-annoyed,qux,
virgules-regenerate,bar,
fitzpatrick-drabber,bar,
reverences-rowing,bar,
fallaciously-insolvents,foo,
gyps-partners,qux,
gnarly-bosun,foo,
bolsheviks-sonny,qux,
shrivel-boundaries,qux,
richard-webinar,bar,
misdiagnoses-incontrovertibly,foo,
illumined-rummage,baz,
imply-sharpshooter,baz,
authoritativeness-buffaloes,bar,
qualifier-proliferated,baz,
humanist-cornier,bar,
interrogation-lifesavers,bar,
consolidations-ditto,foo,
libertarians-aspects,qux,
compels-ferocity,qux,
toothbrushes-underdog,qux,
farcical-premised,qux,
intolerant-jackrabbit,foo,
pidgins-surprising,bar,
checkmating-florine,qux,
placarded-spottier,qux,
wavier-woollier,foo,
sculley-guns,qux,
stabler-novels,bar,
tourney-abscess,foo,
prizefighter-hoagies,foo,
firming-legend,foo,
weirs-yeas,bar,
liter-servings,bar,
swellings-moppets,baz,
quislings-moss,bar,
bohemians-antagonizes,baz,
pollard-firmly,bar,
underlined-sequined,bar,
octagonal-nannie,foo,
shipwrecking-dvd,baz,
junco-contradicting,bar,
strip-c,qux,
takeovers-scrumptious,foo,
iodizing-adjudicate,foo,
dolled-hostel,bar,
adipose-liberian,foo,
bard-assenting,bar,
strategist-tinged,foo,
titus-tilts,bar,
aerobatics-standardize,baz,
workbenches-reprograms,qux,
harry-defoe,foo,
sanitizing-wordiest,baz,
jamb-proselyted,baz,
manitoulin-methodist,qux,
nostalgic-jed,bar,
raffles-mir,foo,
chump-indomitable,qux,
uplift-strangulating,bar,
subtler-alloyed,foo,
christens-rewrote,bar,
flippant-shore,foo,
offshoots-emma,bar,
sleighing-scrounges,bar,
academic-illiterate,baz,
interplanetary-sprints,bar,
dido-envisage,qux,
bronchi-cation,qux,
savanna-neath,baz,
famous-springboard,bar,
traveler-critiquing,baz,
boxed-aspirated,qux,
mixing-habituates,baz,
stratum-sing,baz,
munches-stomping,foo,
flax-messiahs,foo,
inadvertent-marooning,foo,
billets-jeremiah,qux,
unsanctioned-luckless,foo,
sarcasm-vacua,bar,
glitters-ascertaining,qux,
gipsy-vitamins,qux,
resistant-cast,qux,
unemployment-soil,bar,
scrolls-arnhem,foo,
maple-imaginably,bar,
alphonso-crucifix,baz,
stiffening-astrological,qux,
buddhisms-chanters,baz,
wristbands-redeveloping,qux,
armour-z,foo,
foreclose-betrothals,qux,
sweeping-kari,foo,
realign-jackdaws,qux,
eyeballed-amputation,foo,
mints-kluged,foo,
silo-pepped,qux,
beltways-dispenser,baz,
watts-irreconcilable,bar,
rock-chitchat,baz,
smokier-nursemaid,bar,
specter-ulcerate,qux,
excommunications-humanitarian,foo,
remitting-paraplegia,baz,
tads-mill,bar,
acclimation-loaded,foo,
mistimes-effusive,foo,
motivators-prank,bar,
forked-greenland,foo,
carat-locations,bar,
demoted-capek,qux,
capsize-unawares,qux,
posy-fakers,foo,
irregularly-penthouse,baz,
freebase-therapist,bar,
teflon-pled,foo,
paeans-phosphorescent,baz,
leanest-interrelates,baz,
photojournalism-lessors,baz,
materialists-regroups,bar,
transnationals-korans,baz,
flits-shredder,bar,
izod-garages,bar,
proclivity-newton,foo,
ethics-kerensky,foo,
lotion-montcalm,bar,
zoe-commencing,foo,
rephrasing-inside,qux,
flats-mailer,bar,
tamers-wharf,baz,
gentleness-exudes,foo,
sheikhs-equestrians,baz,
beechnut-rends,baz,
intrench-preliminaries,bar,
yokes-binaries,baz,
entomologists-arachnid,qux,
brotherhoods-collusive,foo,
brother-computing,baz,
floozies-thorax,baz,
gulches-chronological,foo,
appleseed-accommodations,foo,
cheerily-lubbock,qux,
rookery-underpay,qux,
reconciles-gresham,qux,
jehad-gauge,bar,
varying-augmentations,foo,
tombstone-reworded,bar,
thunderclouds-reconsideration,baz,
hundreds-readership,bar,
hardheartedness-distensions,foo,
cowley-gondola,foo,
scaffolding-technocrat,bar,
alphabetic-swimsuit,foo,
wee-purchasing,qux,
callow-fiscals,bar,
disillusioned-inks,baz,
gladiolas-jackals,qux,
oceanography-prospering,foo,
purification-os,qux,
knowing-gist,qux,
citrus-moppets,foo,
rev-upton,baz,
strums-youngsters,baz,
actualization-uneaten,qux,
unwieldy-silkiest,foo,
drifter-assents,baz,
transcendental-moseley,qux,
poona-mussorgsky,baz,
racists-scumming,bar,
usa-buttonholed,bar,
hearer-incapacity,bar,
yggdrasil-heavenlier,qux,
mismatch-fencing,qux,
enron-plato,bar,
pulsations-immediate,bar,
libellers-tics,foo,
bobcat-suffocate,baz,
looter-emir,qux,
wren-chalkier,bar,
gentile-saccharin,baz,
acidity-closure,baz,
understood-molt,baz,
hydrae-disenfranchised,baz,
obscurity-overthink,foo,
incurring-colts,qux,
paginated-comprehend,bar,
gallivants-hallmarks,bar,
federates-republishing,baz,
bleached-ineptness,foo,
popular-brings,baz,
lonely-blinding,bar,
backpedalling-conic,qux,
gluten-pinpointing,baz,
hennas-tailing,baz,
gainesville-cruxes,bar,
eats-polygon,qux,
kiln-fervidly,foo,
lack-storied,bar,
seen-obdurate,foo,
dilution-outbursts,foo,
frequenter-titusville,foo,
prowl-surprisings,qux,
affidavits-dacron,foo,
unfortunate-collectively,baz,
torsos-insensitivity,qux,
vandalism-wistarias,bar,
phil-ailment,qux,
infatuated-nautiluses,bar,
perihelions-exponent,baz,
scrunched-unilever,foo,
own-weepy,baz,
slathers-sr,qux,
obey-flamed,qux,
mad-mallomars,qux,
merchants-ta,baz,
scherzi-canoeists,qux,
pardons-forty,bar,
freehand-yakking,bar,
alloying-luncheonette,baz,
dictionaries-disreputably,qux,
dewier-rather,foo,
strives-pron,qux,
brightly-butterfingers,qux,
richie-bellhops,qux,
tendonitis-overextends,baz,
ingratiatingly-aliased,qux,
holiday-rechecked,foo,
publisher-blarney,qux,
blockhead-woodchuck,qux,
popularized-moire,baz,
crocus-cheekier,qux,
riffling-limpopo,foo,
winnings-fallible,foo,
businesswoman-useable,bar,
penchants-floe,qux,
tranquillest-mooning,foo,
rewindable-trapeze,bar,
aguirre-hijack,bar,
sharping-comprehends,baz,
overprinting-inamorata,qux,
edifice-peripatetic,baz,
whoops-typical,qux,
ddt-transubstantiation,baz,
connote-indians,bar,
appealed-clingier,qux,
jitterbugging-emile,bar,
inimitable-oftentimes,baz,
greedier-petrochemicals,qux,
sixties-havarti,qux,
earl-amulets,baz,
ducts-promos,baz,
paradoxically-attributed,baz,
refugio-undergrowth,bar,
valentines-tamil,bar,
staple-fondants,baz,
ta-forfeits,bar,
playfully-rematches,bar,
escalating-deafest,qux,
yalow-airlift,baz,
civilizing-baled,bar,
goiania-authentications,foo,
depths-vital,foo,
gangling-indenting,bar,
baotou-manner,baz,
preferences-châteaux,baz,
lattes-trampling,baz,
expressing-marketplace,baz,
admissible-muse,baz,
buckley-gadget,bar,
ballroom-neophytes,qux,
bandier-stendhal,baz,
expiation-expelling,foo,
lynn-houseflies,bar,
beggar-mooch,bar,
congruous-consecutive,baz,
theologies-lister,foo,
service-airplane,foo,
recruitment-succumbed,bar,
lubumbashi-industrialized,foo,
sidebar-overrating,qux,
frazzling-passions,baz,
numerated-swagger,qux,
koppel-coauthored,baz,
duels-ultimate,qux,
interconnections-contacted,qux,
validates-meridian,bar,
rennet-firmament,foo,
turducken-authorizations,foo,
scatterbrain-celebrants,qux,
woodwork-mozambique,baz,
capetown-aqueous,qux,
haloed-upperclassmen,qux,
izaak-miscellany,foo,
pancake-yea,baz,
josue-turning,foo,
bloodstreams-pan,baz,
instills-responsibly,bar,
matting-elsinore,qux,
bender-anticyclones,baz,
greying-lollard,qux,
confiscate-reverted,qux,
despising-turfing,baz,
vi-stuffy,foo,
emceeing-klingon,qux,
lusted-leavened,qux,
dashikis-katrina,foo,
nt-bounciest,baz,
fantasizes-stereoscopes,foo,
troupes-vengeance,bar,
mettlesome-sedition,baz,
drift-ensnares,bar,
polytheists-quavers,foo,
superannuate-allergenic,baz,
shirks-plenitude,baz,
ghostwriter-oaf,foo,
excellency-swansea,bar,
umbrage-upsides,bar,
intertwines-stern,baz,
keogh-frequently,baz,
whiled-aspirate,qux,
highlighters-feedings,baz,
snag-gouges,bar,
eschew-pumpkins,qux,
marginal-wastebaskets,foo,
abort-navaho,baz,
way-cods,foo,
thoraces-rodriguez,baz,
blarney-raceway,foo,
kiddies-legman,qux,
stenciled-innkeepers,foo,
contravention-suffolk,baz,
accelerators-nefertiti,baz,
tonight-stoicism,foo,
pittances-patrolman,qux,
irregularity-myrna,qux,
maximized-bertie,baz,
inward-yellowest,bar,
tightens-excommunicated,baz,
follower-needy,baz,
maxim-coaxes,qux,
greyer-unveil,qux,
almach-monk,qux,
codifications-shouts,foo,
untroubled-hokkaido,qux,
juiciest-sondra,baz,
rosining-verna,foo,
refined-tangent,bar,
hidden-protagonists,baz,
salesclerk-aqueducts,bar,
immanent-footbridges,qux,
circulates-ecuador,foo,
identifiable-profusely,foo,
recalcitrance-codfish,bar,
hydroplaning-absorbency,baz,
needn't-fcc,foo,
refreshingly-foray,qux,
tristan-implementable,foo,
baleen-monoxide,baz,
neutralize-ungodly,qux,
cyst-decrements,bar,
buzzers-minimally,foo,
ethnologists-forthright,foo,
libretto-relation,bar,
luciano-organs,baz,
ungrateful-thespians,baz,
same-lunatic,qux,
hypertext-twinkle,foo,
embarrassment-provincialism,foo,
parenthesizing-coquettes,foo,
gandhi-merton,bar,
urologists-childless,foo,
dmitri-about,bar,
remaking-arm,bar,
cleanlier-guesses,bar,
corned-industrialized,foo,
pickiest-reimburse,qux,
lumberman-crackings,foo,
hackle-frolicking,baz,
creating-damsel,baz,
squeegees-requesting,baz,
syncopation-mohammedanism,bar,
swelter-fairness,qux,
combine-leads,foo,
elves-environmentalists,baz,
ceasefire-modernist,baz,
fabergé-townships,baz,
docent-swizzles,bar,
snickered-hemming,qux,
barnacle-trusteeship,bar,
avidly-vivas,foo,
fluffs-loyalest,qux,
extirpation-fraternally,foo,
blusters-inundate,bar,
choir-pagodas,baz,
gauziest-bespeak,qux,
pericardiums-slicers,foo,
moonlight-countermanding,bar,
hasps-québecois,baz,
aftermaths-spoilage,bar,
cipher-footwear,foo,
vocalization-afrikaners,bar,
brahms-sulphured,bar,
smithies-horridly,bar,
prognosticating-marooned,bar,
airliner-sparkles,foo,
aphelions-spectroscopes,baz,
refectories-recanting,bar,
perilled-auden,qux,
leafy-indemnity,bar,
niagara-concur,foo,
bldg-bicuspids,foo,
confabbed-bronco,baz,
punctuation-soliloquies,qux,
chekhov-munging,qux,
offsprings-playbill,bar,
additive-bondage,baz,
restrict-luanda,baz,
isabel-forwardest,baz,
reconstructed-lifesaving,bar,
hewer-indiscriminately,bar,
officiously-anneal,bar,
rococo-compensations,baz,
mechanistic-oversupplied,baz,
coffining-snuggles,baz,
derrick-bohr,foo,
telethon-funk,qux,
clout-scratch,baz,
signalized-reenters,foo,
yahtzee-reupholsters,bar,
florin-gentles,qux,
wolfram-particulates,baz,
palliated-sunset,baz,
sousa-dissatisfies,qux,
flagella-maurice,baz,
wren-frontenac,foo,
fuzzes-bombard,qux,
thoraxes-mamet,baz,
dynasty-jugular,bar,
bridled-misfired,bar,
ludwig-overpopulation,foo,
cooling-dissecting,baz,
graving-alleviate,foo,
junctions-acapulco,bar,
supervise-mills,foo,
reaped-trobriand,qux,
abysmal-kans,bar,
unbiased-subtleties,foo,
fuddle-syllabuses,baz,
angora-bakunin,bar,
masc-sissiest,qux,
teamwork-contrasted,bar,
landon-katrina,qux,
officiated-weave,qux,
maleness-codependency,foo,
washingtonians-splicing,qux,
bags-comparability,qux,
presidents-pinioned,baz,
monroe-genome,bar,
presetting-attendances,bar,
vogues-ill,foo,
holly-mules,qux,
originality-voyager,foo,
hysterically-scholarly,qux,
kalevala-scarce,baz,
cosignatories-imnsho,qux,
upending-kilauea,baz,
archeologists-saffron,baz,
stinginess-coccis,baz,
detours-injudicious,baz,
reapers-lucinda,foo,
oldsmobile-alloy,bar,
imbedded-wherein,qux,
russets-cleveland,bar,
spars-softness,foo,
offed-paralytic,foo,
adorned-congruous,bar,
roustabouts-widgeons,baz,
rubberizes-cadging,bar,
sarsaparilla-bemoaned,baz,
conceptions-singularly,bar,
zit-sludge,bar,
narmada-salesman,foo,
nordic-motorbiking,qux,
ameliorated-finite,bar,
acclaim-toenail,baz,
pyorrhea-selfies,baz,
spindling-breezier,qux,
sure-enforcers,baz,
honeycombed-bulkhead,foo,
bunted-chi,baz,
little-televangelists,baz,
holiest-afaik,foo,
bevelling-saltest,baz,
semantically-counters,baz,
crts-pacifists,baz,
norway-guantanamo,baz,
spasms-fluffs,baz,
dramatization-interludes,qux,
egotists-semantics,baz,
redesigning-parvenus,foo,
anatomists-unsaddles,qux,
unwrap-astutest,baz,
hornblower-shafts,foo,
flagship-uncoupling,baz,
brueghel-bowie,qux,
withered-tutoring,foo,
effortless-jade,qux,
belied-stickiness,bar,
appellation-scavenger,qux,
provençal-feynman,baz,
o'toole-reorganized,bar,
hilltops-invisibly,bar,
revelling-amortizations,foo,
pone-midday,baz,
walrus-foamed,baz,
checks-sleepers,foo,
beers-nips,baz,
jellies-serially,qux,
mastectomy-nucleus,foo,
woodchuck-louvered,bar,
governors-snuffle,qux,
thicker-bond,baz,
blindfolds-anesthetic,bar,
rebuffs-navaho,foo,
talismans-farrow,foo,
moderns-popocatepetl,foo,
forges-direction,bar,
clown-balloon,qux,
pertained-appraisal,baz,
dadaism-loincloths,qux,
brahmins-miss,bar,
bolivian-troubleshooter,foo,
babyhood-rocha,foo,
bimonthlies-epicure,bar,
benedictine-blotched,qux,
refrigeration-extend,foo,
toned-confuser,bar,
milligrams-pleasant,foo,
performs-computational,bar,
magnolias-regional,baz,
complaisant-polymeric,baz,
herbicides-far,foo,
wilting-tangible,baz,
puttering-galvanizes,foo,
supposition-stalker,baz,
postmortems-maria,baz,
surrounds-elinor,baz,
clementine-screenshots,bar,
predated-merchants,qux,
inhibited-fiddles,qux,
colander-satiny,qux,
circumscribes-immodestly,foo,
washingtonians-cheetah,baz,
unmentionables-hierarchically,baz,
gazetteer-nonrefundable,qux,
menkent-cajole,baz,
chants-swoons,foo,
leger-superbly,foo,
ruben-uprooted,bar,
nudging-canton,qux,
interruption-montrachet,foo,
drenches-retarding,bar,
benefactors-tributary,qux,
deodorants-boink,qux,
unfriendlier-tarnishing,bar,
deregulation-youtube,baz,
suitcases-statements,baz,
bestirred-convoked,baz,
conchs-flared,bar,
bistros-sighed,qux,
curdling-pricy,bar,
ivanhoe-livingston,bar,
youths-opioid,foo,
overprinted-pursues,qux,
documentation-coldest,baz,
sermonized-lily,bar,
facsimiles-refract,baz,
parsley-centrifuged,baz,
throat-she'd,qux,
warship-professionalism,baz,
elapses-jogged,baz,
chokers-suicide,baz,
reservist-worsting,baz,
mph-beyer,foo,
staler-unsentimental,bar,
menservants-holiday,foo,
throatiest-taxied,qux,
superscript-lerner,baz,
vouched-unnaturally,baz,
hebrew-kwakiutl,qux,
torah-ponies,foo,
debilitated-caesurae,qux,
mystically-specifier,qux,
etymologist-caesareans,qux,
foretell-skitters,qux,
cm-diana,foo,
yourself-soughs,baz,
reorged-inveigling,foo,
whinnying-deathbeds,bar,
jester-recognizably,qux,
sleeks-callisto,qux,
beginners-smouldered,bar,
mumbler-anticked,qux,
semester-highways,baz,
miter-glides,bar,
strange-incapable,foo,
outmanoeuvred-scorned,foo,
dubious-soliloquizes,bar,
opted-madhouse,bar,
underpins-construing,foo,
conversion-readjustments,baz,
skinning-geologist,baz,
noising-harley,foo,
licensees-intercession,qux,
contraries-curt,baz,
ginseng-calk,qux,
censored-windsock,qux,
probables-discomposes,baz,
macerate-salivary,baz,
spouse-acquiesces,qux,
sires-beastly,bar,
gloating-lifestyle,bar,
volcanoes-aphelia,bar,
ginned-nicknack,bar,
clavichords-dooms,foo,
generic-expiring,qux,
unpick-solvent,bar,
surmising-quixote,baz,
pensively-followings,baz,
flowered-feminines,foo,
hypotenuses-iniquities,bar,
tinkers-cloisters,foo,
exorcized-bravery,baz,
atm-farmhouses,bar,
encapsulations-slaughtering,baz,
intelligence-norwegians,foo,
enacted-slumberous,bar,
select-julio,baz,
embryology-stylized,foo,
yardstick-drake,bar,
marinading-coffees,foo,
twofers-tourniquet,foo,
destines-hebrides,bar,
obliterated-disdain,baz,
outperforms-trobriand,baz,
overshoots-demoted,qux,
ripoffs-destine,bar,
skiffs-lowell,baz,
ptarmigan-peripherals,baz,
poltroon-blandishment,foo,
inaccuracy-pseudonyms,bar,
blacken-grafting,bar,
buckeyes-patriot,baz,
complaisant-straitjacket,baz,
decompress-substantive,bar,
deviling-stickiest,qux,
alexei-transfigure,baz,
reimbursed-dishevel,baz,
claudio-unmistakably,foo,
outputted-snobby,qux,
hoodlum-benedictine,baz,
stands-dairyman,foo,
solder-kepler,bar,
khrushchev-carpels,baz,
conglomeration-outspread,bar,
practise-bureaucrat,bar,
blackfoot-difficulties,bar,
somersault-splodge,foo,
legitimizes-barnett,bar,
absentees-kinky,qux,
telecasts-refashions,baz,
initials-amgen,bar,
imminence-telemetry,qux,
dp-golden,baz,
homespun-extradition,qux,
bins-mastoids,bar,
expenses-wells,qux,
logging-disharmonious,qux,
shoshone-ovule,baz,
nevermore-virginals,bar,
anti-ribaldry,qux,
foxhounds-viper,baz,
chillers-eighteen,foo,
pamphlet-automatons,bar,
bridgetown-pelted,bar,
uric-steed,foo,
plonk-mores,baz,
cymbeline-clubhouse,baz,
lacking-compatibly,qux,
consed-charring,qux,
appraised-topknot,baz,
fairgrounds-hearth,qux,
accidentals-ridiculously,baz,
lingering-dick,bar,
floorboards-gwen,qux,
injurious-scholarships,qux,
vegans-westerns,bar,
eminently-cogitates,baz,
wells-dominant,baz,
improvises-sisterhoods,foo,
nears-xxvi,bar,
awaking-hilarity,qux,
repulsion-pamphleteer,baz,
disinfectants-jilin,foo,
titan-seurat,foo,
spayed-tintinnabulation,foo,
distrait-repulsing,baz,
valets-gaberdine,qux,
practising-les,foo,
captioned-wallows,qux,
lunatic-bargained,qux,
pleats-eaves,bar,
tussle-beautifies,baz,
fussily-handel,bar,
woofer-miscalculations,bar,
heaven-bestial,qux,
nbc-by,bar,
acne-bidet,qux,
isobars-pauperism,baz,
negligibly-pensacola,foo,
coursed-trinity,baz,
venomously-constricted,bar,
bowlder-kingly,qux,
latrines-punters,foo,
overbooking-monastics,qux,
seductively-heliotropes,baz,
stopper-dent,qux,
kopeks-averred,baz,
embargoed-takeaways,foo,
focussed-awakened,baz,
intersperse-refrain,bar,
chorus-limbos,qux,
adjudge-keyword,baz,
sightseer-by,qux,
suse-cornmeal,qux,
phloem-staging,bar,
objectively-analytical,foo,
entreats-naphtha,bar,
beleaguering-linoleum,qux,
hamlets-sarees,foo,
inchon-promoting,foo,
febrile-overlying,bar,
following-valarie,bar,
defoliates-underlined,foo,
nineties-highest,baz,
josiah-alleluias,bar,
grubbed-amritsar,foo,
snugged-becalmed,baz,
homey-mackinaw,foo,
decamped-turtles,baz,
flutists-piling,qux,
repelled-handymen,foo,
lugged-bowers,qux,
presences-thaw,bar,
dishonorable-retaliate,bar,
catnaps-fridges,foo,
mortuary-succinctness,baz,
admixtures-arbitrary,qux,
marauders-bibulous,bar,
pointlessly-moratoria,bar,
coolidge-persisted,foo,
capitulates-circles,baz,
grand-skulls,baz,
pronounces-pauli,qux,
madam-outrunning,qux,
undervaluing-spinal,qux,
backslappers-fillip,baz,
strops-broadly,bar,
bantam-consensus,baz,
likeable-lysistrata,qux,
holocaust-transmitted,qux,
guillotined-sevenths,foo,
ewes-stashing,baz,
capitols-halon,qux,
retakes-downs,qux,
schoolchildren-curie,qux,
rowed-pwned,qux,
ridgepole-adjourns,qux,
waterbury-likelihoods,baz,
rescission-squeegee,foo,
guttural-levee,qux,
resounded-ingenuity,bar,
irene-libeled,bar,
hardbacks-gorp,bar,
captaincies-hailstones,bar,
anuses-mutters,baz,
graces-contractors,qux,
bowers-funds,bar,
haversack-bookshops,foo,
copulate-acacia,qux,
final-caracul,foo,
interval-impermanent,foo,
bullying-manger,bar,
sabbaticals-thalia,foo,
militarists-sociopath,foo,
unbars-patrolled,foo,
swells-sadat,foo,
rosemarie-playtex,qux,
establishing-following,foo,
buttermilk-bouncer,baz,
amplifiers-slating,baz,
squish-faunas,qux,
stylists-kegs,baz,
shucking-avior,foo,
motrin-strauss,bar,
annabel-aquarius,foo,
greenish-owe,baz,
find-wheedle,qux,
differs-escaping,bar,
abstinence-vicarage,bar,
preening-shortchange,foo,
outwitted-bourgeois,bar,
erickson-hooch,qux,
securely-croci,foo,
familiarizing-stalkers,foo,
arkansas-lynch,baz,
rarer-reelecting,baz,
izanami-herod,bar,
isinglass-disembarked,baz,
decoder-jaundice,bar,
entwined-plusher,foo,
collaborated-scampering,foo,
monogamous-day,foo,
middles-gillette,baz,
regimes-gamest,baz,
zoning-garbage,baz,
diocese-underweight,foo,
incumbencies-blabbing,foo,
householders-barrette,baz,
simplex-detains,foo,
pantheon-porcelain,baz,
chanties-outshine,bar,
gets-putrescence,qux,
outfitted-overrates,baz,
efren-atlas,foo,
mount-inessential,qux,
inaugurating-grable,bar,
intently-trussed,foo,
mementos-wedges,qux,
housefly-skirmishes,foo,
auctioning-nonexistence,bar,
ordinal-skirted,foo,
hikers-stemming,foo,
mendelssohn-insightful,qux,
perforation-founder,baz,
aborts-analgesia,foo,
regarded-swatting,bar,
peripheral-ducal,foo,
assistant-multiplier,baz,
indebtedness-shopped,baz,
labium-scarring,foo,
diatribe-save,qux,
latch-anatomy,foo,
jinrickshas-noticeboards,foo,
polemics-banana,foo,
descent-deliverers,baz,
congeals-solidly,baz,
lib-profane,baz,
missouri-enlarging,baz,
stuart-plowed,qux,
gargoyles-extracurricular,baz,
permitted-sitars,baz,
outlaw-impossibly,bar,
indict-quizzically,qux,
deanne-tray,baz,
ejecting-sagacity,qux,
overtook-pulsar,qux,
prettify-graphology,bar,
burnout-suitability,baz,
corinth-partaken,bar,
dactyls-divulge,foo,
ikon-readiness,qux,
westminster-visited,qux,
prehensile-obligatory,qux,
appliance-blenched,qux,
hassocks-sops,baz,
material-bono,bar,
aquino-fences,baz,
scurrying-extends,bar,
waltzes-plies,bar,
umiak-unload,bar,
drawing-yahoo,qux,
